id	Ajap1	Ajap10	Ajap100	Ajap101	Ajap102	Ajap103	Ajap104	Ajap105	Ajap106	Ajap107	Ajap108	Ajap11	Ajap12	Ajap14	Ajap15	Ajap16	Ajap17	Ajap18	Ajap2	Ajap20	Ajap21	Ajap22	Ajap23	Ajap24	Ajap25	Ajap26	Ajap27	Ajap28	Ajap29	Ajap3	Ajap30	Ajap31	Ajap32	Ajap33	Ajap34	Ajap35	Ajap36	Ajap37	Ajap38	Ajap39	Ajap40	Ajap41	Ajap42	Ajap43	Ajap44	Ajap45	Ajap46	Ajap49	Ajap5	Ajap50	Ajap51	Ajap52	Ajap53	Ajap54	Ajap55	Ajap56	Ajap57	Ajap58	Ajap59	Ajap60	Ajap61	Ajap63	Ajap64	Ajap65	Ajap66	Ajap67	Ajap68	Ajap69	Ajap70	Ajap72	Ajap73	Ajap74	Ajap75	Ajap77	Ajap78	Ajap8	Ajap80	Ajap81	Ajap82	Ajap83	Ajap84	Ajap85	Ajap86	Ajap89	Ajap9	Ajap90	Ajap91	Ajap92	Ajap93	Ajap94	Ajap95	Ajap96	Ajap97	Ajap98	Ajap99
216	A:B	A:A	A:A	A:B	na	A:A	A:A	A:B	na	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	na	na	A:B	na	A:A	A:A	na	na	A:B	A:B	na	A:B	A:B	A:B	A:B	A:B	na	A:A	na	na	A:B	A:B	A:B	A:A	A:B	na	A:B	A:B	A:B	A:B	A:A	A:B	na	na	A:B	A:B	A:B	A:B	A:B	na	na	na	na	na	A:B	A:A	A:B	A:B	A:B	na	A:A	A:B	na	A:B	A:A	na	A:B	A:B	A:B	na	A:B	A:B	na	na	na	na	A:B	A:B	na	na	A:B	A:A	A:B	na	na	A:A	A:B	A:A
217	A:B	na	A:B	A:B	na	na	A:B	A:B	A:A	na	A:B	A:B	na	A:B	A:B	A:B	A:B	na	A:B	A:A	A:B	A:B	na	A:B	na	A:B	A:B	A:B	na	na	A:B	A:A	A:B	A:B	A:B	na	na	na	na	A:B	A:A	A:B	na	A:B	A:B	na	A:B	na	A:B	na	A:A	A:B	na	A:B	A:B	na	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	na	A:B	A:A	A:B	A:B	A:B	A:B	A:B	na	A:B	na	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	na	na	A:B	A:B	na	A:A	A:B	A:A
218	A:A	na	na	A:A	A:B	na	A:B	na	A:B	A:A	na	A:A	na	na	A:B	A:B	A:B	A:B	A:B	na	A:A	A:B	na	na	A:B	A:A	A:A	A:A	A:B	A:A	A:B	na	A:A	A:A	A:B	A:B	A:A	na	na	A:A	A:A	A:B	A:A	A:B	A:B	na	na	na	na	A:B	A:A	na	A:B	A:B	A:A	A:B	na	A:A	na	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	na	A:B	A:A	na	A:B	na	A:A	A:B	A:A	A:A	na	na	A:B	A:B	A:B	A:B	A:A	na	A:A	na	A:B	na	A:B	na	A:B	A:A
220	A:A	na	na	A:A	na	na	na	A:B	na	A:A	A:A	na	A:B	na	na	na	A:B	A:B	na	A:B	A:A	na	na	na	A:B	A:A	na	na	na	A:A	na	A:B	A:A	A:B	A:A	na	A:A	A:B	A:B	A:A	na	A:B	A:A	na	na	A:B	na	A:B	A:A	na	A:A	na	na	A:A	na	A:B	na	A:A	A:A	na	A:A	na	na	na	A:A	A:A	na	A:B	na	na	A:A	A:B	A:A	A:A	na	A:B	na	A:A	A:A	A:A	A:A	na	na	na	na	A:A	na	A:A	na	A:B	A:A	A:A	na	A:B	na
221	A:A	A:A	na	na	na	A:A	na	A:A	na	na	na	na	na	A:A	A:A	na	A:A	na	na	A:A	na	A:B	na	A:A	A:B	na	na	na	na	na	na	A:A	na	na	na	na	na	A:A	A:A	A:A	A:A	A:A	A:A	A:B	na	A:A	na	A:B	A:A	na	A:A	A:A	na	na	na	A:B	na	A:A	na	na	A:A	na	na	A:A	na	na	na	A:B	A:A	na	na	A:B	na	na	A:A	A:A	na	A:A	na	A:A	na	na	na	na	A:A	na	na	na	A:A	A:A	na	na	na	A:A	na
222	A:B	A:B	A:A	na	A:A	A:B	na	A:B	A:B	na	A:A	A:A	A:A	A:B	na	na	na	A:A	na	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	na	na	A:B	A:B	na	A:A	A:B	A:A	A:B	A:B	A:B	na	na	A:B	A:B	A:B	na	A:B	A:B	A:B	na	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	na	na	na	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	na	A:B	A:B	na	na	A:B	A:B	A:B	na	na	na	na	A:A	na	na	A:B
223	na	A:A	na	na	A:B	A:A	na	A:A	na	na	A:A	na	A:A	na	na	na	na	A:A	na	na	A:A	A:A	na	na	A:A	A:A	A:B	na	A:A	na	na	na	A:A	na	A:A	na	A:A	na	na	na	A:A	na	na	na	na	A:B	na	A:A	na	na	A:A	na	A:A	na	A:B	A:B	A:A	na	na	A:A	na	na	na	na	na	A:A	na	A:B	na	na	na	A:A	na	na	na	na	na	na	na	na	na	na	na	na	na	A:A	na	na	A:A	na	na	na	A:A	na	na
224	na	A:A	A:B	A:B	na	A:A	na	A:B	A:B	A:B	A:A	na	A:A	na	A:B	A:B	na	na	A:B	na	A:A	A:A	A:A	na	na	A:A	na	A:B	na	A:B	A:B	na	A:A	na	A:A	A:A	na	na	na	A:B	A:A	A:B	na	na	na	na	na	A:A	na	A:A	na	na	A:A	na	na	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	na	A:A	A:A	A:B	A:A	na	A:B	na	A:B	A:B	na	na	na	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	na	A:A	A:B	A:B	A:A	A:B	A:B	na	A:A	A:B	A:A
225	na	A:A	na	A:B	na	A:A	A:B	na	na	na	na	A:A	na	na	na	A:B	na	na	A:B	na	na	na	na	na	na	A:B	na	na	na	A:A	na	na	A:B	na	na	A:A	na	na	na	A:B	A:A	na	na	A:B	A:B	A:B	A:A	na	na	na	na	na	A:B	A:B	na	A:A	na	A:A	A:B	na	A:A	na	A:A	na	A:B	A:B	A:B	A:A	na	na	A:B	na	na	A:B	na	na	A:B	A:B	A:B	na	A:B	A:B	A:B	na	na	A:B	na	A:A	A:A	na	A:B	na	na	na	A:A
226	A:A	A:A	A:A	A:B	A:A	A:A	na	A:A	na	na	na	A:A	na	A:A	na	na	A:A	A:A	A:A	na	na	A:B	A:A	A:A	na	A:B	A:A	A:A	A:A	A:B	A:B	na	na	na	A:B	A:A	A:A	na	na	A:A	A:A	A:B	A:A	A:B	na	na	A:A	na	A:A	na	A:A	A:A	A:B	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	na	na	A:A	na	A:B	na	A:B	na	A:A	na	A:A	na	A:A	A:A	na	na	A:A	A:A	A:A	na	A:A	na	A:A	na	A:A	A:B	A:A	A:A	na	A:B	na
228	A:A	A:A	A:A	A:B	A:A	A:A	na	A:A	na	A:B	A:B	A:A	na	A:A	na	na	A:A	A:A	A:A	na	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	na	na	A:B	na	A:B	A:A	A:A	na	na	A:A	A:A	na	A:A	na	na	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:B	A:B	A:A	na	A:B	na	A:B	na	A:A	A:B	A:A	na	A:A	A:A	A:B	na	A:A	A:A	A:A	na	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	na
229	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	na	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B
231	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	na	A:A	A:B	A:A	na	A:A	A:A	A:B	A:A	A:A	A:A	na	na	A:B	A:A	A:A	na	na	A:A	A:A	A:A	A:B	A:B	na	na	A:A	A:B	A:A	A:A	na	na	A:A	A:A	na	A:A	na	na	na	A:A	na	A:A	na	A:A	A:A	A:B	na	A:A	A:A	A:A	na	A:A	na	A:A	na	A:A	A:A	na	na	A:A	A:B	A:B	na	na	na	A:A	na	A:A	na	A:A	A:A	na	na	A:A	A:A	A:A	A:B	A:A	na	A:A	A:B	A:A	na	A:A	A:A	na	na	na
232	A:A	A:A	na	na	A:A	A:A	na	A:A	A:A	na	A:B	na	A:A	na	na	na	A:A	A:A	na	A:A	na	A:B	A:A	na	A:A	A:A	na	na	A:A	A:B	na	A:A	na	na	A:B	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:B	A:B	A:A	na	na	na	A:B	A:A	na	na	na	na	na	A:A	A:A	A:A	na	A:A	na	A:A	na	na	na	na	A:B	A:B	A:A	na	A:A	A:A	na	na	A:A	na	A:A	na	A:A	A:A	na	na	na	A:A	na	A:A	na	A:A	na	A:A	A:A	na	na	A:B
234	A:A	A:A	A:A	na	A:A	A:A	na	A:A	na	A:A	na	A:A	A:B	A:A	A:B	na	A:A	A:A	na	A:B	na	A:B	A:A	A:A	na	A:B	A:A	A:A	A:A	A:A	A:B	A:B	na	A:A	A:B	A:A	A:A	A:B	na	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	na	A:A	A:A	A:B	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:B	na	na	A:B	na	na	na	na	A:A	na	A:A	A:B	A:B	A:A	A:B	na	A:A	na	A:B	na	A:A	na	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B
237	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	na	na	na	A:A	A:A	A:A	A:A	A:A	A:B	A:A	na	na	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	na	A:A	A:B	A:A	na	A:A	A:B	A:B	na	A:B	A:A	na	A:A	na	na	A:B	A:B	na	A:A	na	A:A	A:A	A:B	A:A	A:A	na	A:A	A:A	A:B	A:A	A:A	A:A	A:A
239	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	na	na	A:A	A:B	A:A	na	A:A	A:A	na	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B
240	A:B	A:A	A:A	na	A:B	A:A	A:B	A:A	A:B	na	A:A	A:A	na	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	na	A:A	A:B	A:A	A:B	na	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	na	na	A:A	A:B	na	A:A	na	A:B	A:A	na	na	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	na	A:B	A:B	na	A:A	A:A	na	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	na	A:A	A:A	A:B	A:B	na	A:A	na
243	A:A	A:A	A:A	A:B	A:A	A:A	na	A:A	A:B	A:B	na	A:A	A:B	A:A	na	A:B	A:A	A:A	A:A	A:B	A:B	na	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	na	A:B	A:B	na	A:A	A:A	A:B	A:B	A:A	A:A	na	A:A	A:B	A:B	A:B	A:A	A:B	A:A	na	A:A	A:A	A:B	A:B	A:A	A:A	na	na	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	na	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	na	A:B	A:B
244	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	na	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	na	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	na	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	na	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A
245	na	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	na	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	na	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	na	A:A	na	A:A	A:A	A:A	A:B	A:B	na	A:B	A:A	A:B	na	A:A	A:B	A:B	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	na	A:B	na	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A
248	A:A	A:A	A:A	na	A:A	A:A	na	A:A	A:A	na	na	A:A	A:A	na	A:A	A:B	A:A	A:A	A:A	A:A	A:A	na	A:A	na	A:A	A:B	A:B	A:A	A:A	na	A:A	A:A	A:A	A:B	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:B	A:A	na	A:B	A:A	na	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A
249	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	na	A:A	A:A	A:A	A:A	na	A:A	na	A:A	A:A	na	A:B	A:A	A:A	A:A	A:A	A:A	na	A:A	na	A:A	A:A	A:A	na	A:B	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	na	A:A	A:A	A:A	na	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B
250	na	A:B	A:B	na	na	A:B	A:A	A:A	A:B	na	A:A	na	A:A	A:A	na	A:A	A:A	A:A	A:B	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:B	A:A	A:B	na	na	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	na	A:A	A:B	na	A:A	A:B	A:A	A:A	na	na	A:A	A:A	A:A	A:B	A:B	A:A	A:A	na	A:A	na	A:B	A:A	A:A	A:B	A:A	A:A	A:A	na	A:B	A:B	na	A:A	A:A	na	na	na	A:A	A:B	na	A:A	A:A	na
251	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	na	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	na	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	na	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	na	A:A	A:A
252	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	na	A:A	na	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	na	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:B	A:A	A:B
254	A:A	A:A	A:A	na	A:A	A:A	A:B	A:A	A:B	A:A	na	A:A	na	A:A	na	A:B	A:A	A:A	A:A	A:B	na	A:B	A:A	A:A	na	A:B	A:A	A:A	na	na	na	na	A:B	A:B	na	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	na	A:A	na	A:A	A:A	na	A:B	A:A	A:A	A:A	A:A	A:A	na	A:A	na	A:A	A:A	A:B	A:B	A:A	na	A:B	na	A:B	na	na	A:B	A:A	na	A:A	A:A	na	na	A:A	A:A	A:A	na	A:A	A:B	A:A	na	A:A	A:B	A:A	A:A	na	A:B	A:B
255	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A
256	A:B	A:A	A:A	na	A:A	A:A	A:B	A:A	A:B	na	na	A:B	A:A	A:B	na	A:B	A:B	A:A	A:B	A:A	A:A	na	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	na	A:A	A:A	A:B	na	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	na	na	A:B	A:A	A:B	na	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	na	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	na	A:B	A:A	A:B	na	A:A	A:B	A:B	A:A	A:A	A:B	A:A
258	na	A:A	A:A	na	A:A	A:A	A:B	A:A	A:A	na	A:A	A:A	A:B	A:B	na	A:B	A:A	A:A	A:A	A:A	A:A	A:A	na	A:B	na	A:A	na	A:A	A:A	na	na	A:A	na	A:B	A:A	A:A	A:A	A:A	A:A	na	A:A	na	A:A	A:A	A:A	na	A:B	na	A:B	A:A	A:A	A:B	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	na	A:A	A:A	A:B	A:A	na	A:A	A:A	A:A	na	A:A	na	A:A	A:A	na	na	na
259	na	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	na	na	A:A	A:A	na	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	na	A:A	na	A:A	A:A	A:A	A:B	A:A	A:A	A:A	na	A:B	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	na	A:B	na	A:B	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	na	A:A	A:A	A:A	A:B	A:A	A:A	A:A	na	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:B	A:A	A:B
260	na	A:A	A:A	na	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	na	A:A	A:A	A:A	na	A:A	A:B	A:A	na	A:A	A:B	A:A	A:A	A:A	A:A	A:A	na	A:A	A:B	A:A	A:A	A:A	na	na	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	na	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	na	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B
261	A:B	A:A	na	A:B	A:A	A:A	na	A:A	A:A	A:B	A:A	A:A	A:A	na	A:A	na	A:A	A:A	A:A	na	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:B	A:A	na	A:A	na	A:A	A:A	na	na	na	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	na	na	A:A	A:A	na	A:A	A:A	A:A	na	A:A	A:A	na	A:A	A:A	A:A	A:A	na	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	na	na	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	na	A:A	na
262	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	na	A:A	A:A	A:B	A:A	A:A
266	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	na	A:B	na	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A
268	A:A	A:A	A:A	A:B	A:A	A:A	na	A:A	A:A	A:B	na	A:A	na	na	A:B	na	A:A	A:A	A:A	A:A	A:A	A:B	A:A	na	na	A:A	na	A:A	A:A	A:B	A:B	A:A	A:A	na	A:B	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:B	A:A	na	na	na	A:B	A:A	na	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	na	na	A:A	na	na	A:A	A:A	A:A	A:A	A:A	A:A	na	na	na	A:A	na	A:A	A:A	na	A:A	A:B	A:A	A:A	A:A	na	A:A	na	A:A	A:A	na	na	na
271	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	na	A:A	na	A:A	A:A	A:A	na	na	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:B	A:B	na	A:A	A:A	A:A	A:A	A:A	na	na	A:A	A:A	na	A:A	A:B	na	na	A:A	na	A:A	na	A:A	A:A	A:B	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	na	A:A	na	na	A:B	A:A	na	A:A	A:A	A:B	A:A	na	na	A:A	na	A:A	A:A	na	na	A:B	A:A	A:A	A:A	na	A:A	na	A:A	A:A	na	na	na
272	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	na	na	na	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	na	A:A	na	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	na	A:A	A:B	na	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	na	A:A	na
273	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:B	na	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	na	A:A	A:A	A:A	A:A	na	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	na	na	A:A	A:B	A:A	A:B	A:A	A:A	A:B	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:B	na	A:A	na	A:A	na	A:A	A:A	A:A	A:A	A:A	A:B	A:A	na	A:A	na	A:A	A:A	na	A:A	na	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	na	A:A
